id,usuario_id,descripcion,valor,categoria,fecha
162,1248,compra ropa invierno,71.75,Vestimenta,2025-08-15
163,874,distribuidora alimentos,104.6,Alimentacion,2025-03-24
164,1515,cerveceria,54.98,Ocio,2025-02-28
165,473,parlante bluetooth,231.11,Electrodomesticos,2025-04-03
166,1034,pasaje micro,91.59,Transporte,2025-06-05
167,1429,patente municipal,171.14,Servicios,2025-05-21
168,302,atencion medica,181.92,Salud,2025-06-09
169,231,fac salida cine,131.33,Transporte,2025-04-30
170,1755,qccesorios moda,112.29,Inversion,2025-12-30
171,923,curso de marketing,274.25,Educacion,2025-09-12
172,1090,juegos steam,55.56,Ocio,2025-01-08
173,937,tarjeta seguro hogar,64.84,Servicios,2025-10-01
174,112,libreria tecnica,181.43,Educacion,2025-10-04
175,1037,juegos steam,73.01,Ocio,2025-08-21
176,1417,pqgo seguro hogar,103.84,Servicios,2025-03-05
177,500,ticket de cine,120.87,Ocio,2025-05-17
178,932,kiosco,59.75,Alimentacion,2025-01-17
179,598,luz,89.11,Servicios,2025-12-11
180,234,taller de musica,166.13,Ocio,2025-11-19
181,602,inversion en cedear,177.42,Inversion,2025-04-24
182,314,polleria,63.85,Alimentacion,2025-04-27
183,566,compra farmacia,125.34,Salud,2025-11-22
184,1036,stand up,102.78,Ocio,2025-05-18
185,209,peqje de autopista,30.95,Transporte,2025-03-27
186,1038,remera de algodon,201.1,Vestimenta,2025-12-12
187,1657,cuota de hipoteca,595.6,Vivienda,2025-12-14
188,1442,polleria,27.64,Alimentacion,2025-04-22
189,1461,cedears,188.72,Inversion,2025-04-12
190,1401,mantenimiento de red,139.23,Servicios,2025-04-10
191,1044,limpieza de departamento,954.26,Vivienda,2025-10-07
192,587,estudios vista,174.99,Salud,2025-04-28
193,1779,mantenimiento de red,118.37,Servicios,2025-11-01
194,1759,cerveceria,27.74,Ocio,2025-08-26
195,1015,acciones ypf,367.3,Inversion,2025-10-03
196,1094,cripto usdt,202.08,Inversion,2025-04-22
197,1235,pago ahorro mensual,471.24,Inversion,2025-02-13
198,1125,parque de atracciones,65.73,Ocio,2025-06-08
199,698,consulta medica,49.55,Salud,2025-12-14
200,132,fac compra dia,34.85,Alimentacion,2025-05-13
201,1647,lavadero de autos,30.88,Transporte,2025-06-25
202,1405,fruteria,67.58,Alimentacion,2025-06-23
203,1156,iplan,144.59,Servicios,2025-05-28
204,1044,iplan,97.07,Servicios,2025-07-12
205,536,tarjeta verduleria la huerta,60.51,Alimentacion,2025-09-14
206,1014,entrada a museo,73.29,Ocio,2025-12-07
207,227,mantenimiento de auto,100.45,Transporte,2025-06-16
208,1178,qcciones ypf,170.79,Inversion,2025-04-24
209,1766,limpieza de departamento,592.14,Vivienda,2025-11-04
210,1493,servicio plomeria,504.74,Vivienda,2025-10-06
211,822,corredor inmobiliario,403.94,Vivienda,2025-12-23
212,871,servicio de cloqcas,115.44,Servicios,2025-02-21
213,405,compra cuaderno,131.04,Educacion,2025-11-07
214,202,cuota prepaga,57.23,Salud,2025-10-22
215,38,muebles,501.12,Vivienda,2025-09-22
216,942,papas fritas,25.23,Alimentacion,2025-03-30
217,1796,merienda cafe,61.01,Ocio,2025-09-17
218,188,transferencia mercadopago,230.14,Inversion,2025-01-29
219,1081,tqrjeta inmobiliaria,438.79,Vivienda,2025-07-12
220,941,stand up,41.42,Ocio,2025-08-24
221,1044,autoservicio,30.57,Alimentacion,2025-03-23
222,273,pago servicio de internet,173.97,Servicios,2025-04-20
223,1143,compra mep,355.99,Inversion,2025-06-09
224,583,pasaje avion,16.52,Transporte,2025-04-12
225,516,papas fritas,80.55,Alimentacion,2025-05-30
226,1245,qxion,99.64,Transporte,2025-12-12
227,526,cafeteria,49.08,Ocio,2025-06-20
228,1539,corredor inmobiliario,387.42,Vivienda,2025-12-31
229,1752,cuota prepaga,101.59,Salud,2025-12-26
230,1765,ahorro mensual,210.66,Inversion,2025-06-26
231,336,cocos capital,127.16,Inversion,2025-04-08
232,698,compra coca cola,68.21,Inversion,2025-04-24
233,1079,honorarios inmobiliaria,658.56,Vivienda,2025-01-11
234,500,lavadero auto,96.66,Transporte,2025-03-01
235,900,pago medias deportivas,87.94,Vestimenta,2025-07-20
236,766,abono telefonia,129.28,Servicios,2025-06-08
237,536,tarjeta cuota hipoteca,483.47,Vivienda,2025-11-01
238,162,pago estudios vista,229.91,Salud,2025-12-19
239,1694,bonos al30,154.51,Inversion,2025-09-25
240,594,combustible ypf,87.79,Transporte,2025-09-01
241,159,viaje en taxi,56.32,Transporte,2025-04-29
242,1212,ropa para entrenar,325.18,Vestimenta,2025-05-18
243,60,cuota de hipoteca,440.2,Vivienda,2025-09-07
244,915,pago facultad,129.21,Educacion,2025-08-20
245,1343,balanz,571.06,Inversion,2025-08-06
246,211,fqc juego de mesa,61.47,Ocio,2025-02-04
247,406,consola de juegos,372.45,Electrodomesticos,2025-06-01
248,664,sodimac,374.1,Vivienda,2025-09-25
249,1133,estudios vista,130.59,Salud,2025-09-09
250,1100,muebles,640.72,Vivienda,2025-09-03
251,542,litoral gas,70.54,Servicios,2025-03-08
252,1338,medicqmentos recetados,66.28,Salud,2025-11-27
253,998,transferencia a broker,328.8,Inversion,2025-12-11
254,1141,psicologo,169.44,Salud,2025-05-27
255,927,fondo comun inversion,186.11,Inversion,2025-05-28
256,868,tasa municipal,102.89,Servicios,2025-09-16
257,1728,libreria de barrio,219.24,Educacion,2025-04-20
258,19,ropa de trabajo,106.96,Vestimenta,2025-04-06
259,432,utiles escolares,216.24,Educacion,2025-04-18
260,1709,traumatologo,81.18,Salud,2025-04-17
261,740,molinillo de cafe,239.36,Electrodomesticos,2025-05-11
262,1374,ferreteria,764.19,Vivienda,2025-01-25
263,183,balanz,342.31,Inversion,2025-09-02
264,113,limpieza de departamento,969.38,Vivienda,2025-12-04
265,1207,panaderia artesanal,94.83,Alimentacion,2025-01-29
266,481,supermercado carrefour,61.74,Alimentacion,2025-09-06
267,1170,pescqderia central,66.68,Alimentacion,2025-03-13
268,831,tarjeta clases de apoyo,46.37,Educacion,2025-12-06
269,1652,mantenimiento de red,72.67,Servicios,2025-08-02
270,1137,flow,92.46,Servicios,2025-10-13
271,763,tarjeta papas fritas,59.48,Alimentacion,2025-07-11
272,476,taller ingles,291.49,Educacion,2025-11-20
273,763,impuesto municipal,75.63,Servicios,2025-10-10
274,1327,libreria universitaria,79.81,Educacion,2025-11-02
275,971,viaje uber,48.49,Transporte,2025-04-10
276,1020,arreglos persiana,457.16,Vivienda,2025-05-31
277,1142,fac expensas de departamento,77.58,Servicios,2025-01-14
278,161,pollera,62.09,Vestimenta,2025-09-29
279,401,gastos super,49.84,Alimentacion,2025-06-14
280,198,expensas ordinarias,347.48,Vivienda,2025-03-01
281,1284,fac compras fiambreria,67.67,Alimentacion,2025-02-06
282,660,polleria,72.47,Alimentacion,2025-12-19
283,1776,plomero,667.93,Vivienda,2025-09-07
284,1071,cuota maternal,158.42,Salud,2025-07-16
285,399,ropa para entrenar,118.76,Vestimenta,2025-02-05
286,1734,sesion de terapia,122.46,Salud,2025-11-24
287,1583,pago de delivery,93.87,Ocio,2025-03-21
288,78,reparacion de gas,237.34,Vivienda,2025-10-09
289,124,cambio de cubiertas,140.78,Transporte,2025-07-11
290,75,camisa manga corta,261.28,Vestimenta,2025-11-10
291,137,cedears,171.52,Transporte,2025-08-09
292,602,feria franciscana,30.94,Alimentacion,2025-09-19
293,1424,bonos al30,124.53,Inversion,2025-02-20
294,837,fac compra de muebles,808.58,Vivienda,2025-08-28
295,1529,campera de cuero,92.13,Vestimenta,2025-12-10
296,500,vestido de fiesta,282.15,Vestimenta,2025-10-13
297,1597,consulta medica,89.16,Salud,2025-02-25
298,138,inversion portfolio,179.58,Inversion,2025-11-21
299,50,curso de programacion,79.98,Electrodomesticos,2025-10-10
300,1795,pqgo verduleria la huerta,40.99,Alimentacion,2025-11-27
301,973,burger king,57.4,Ocio,2025-03-14
302,1643,aysa,117.6,Servicios,2025-11-23
303,1649,pintura para pared,819.7,Vivienda,2025-06-17
304,254,merienda en cafe,49.8,Ocio,2025-06-26
305,1654,easy,286.16,Vivienda,2025-03-21
306,710,lencería,49.45,Vestimenta,2025-07-25
307,563,comprq peaje acceso norte,84.04,Transporte,2025-04-01
308,757,suscripcion de cable,155.8,Servicios,2025-03-23
309,1450,feria franciscana,46.03,Alimentacion,2025-11-14
310,547,farmacia,98.99,Salud,2025-03-08
311,1326,dexter,210.16,Vestimenta,2025-09-25
312,922,mantenimiento de casa,806.7,Vivienda,2025-04-27
313,581,suscripcion hbo,61.24,Ocio,2025-06-03
314,1373,servicio de internet,113.87,Servicios,2025-08-31
315,49,muebles,556.01,Vivienda,2025-02-18
316,917,consulta odontologica,70.85,Salud,2025-11-25
317,1098,flow,113.79,Servicios,2025-10-26
318,704,zara,121.15,Vestimenta,2025-03-06
319,261,rwmis,123.91,Transporte,2025-09-19
320,356,cotillon,96.0,Alimentacion,2025-04-27
321,1606,compra coca cola,39.52,Alimentacion,2025-09-16
322,1626,fiesta privada,47.33,Ocio,2025-12-16
323,1284,corredor inmobiliqrio,449.55,Vivienda,2025-07-07
324,638,expensas edificio,637.31,Vivienda,2025-12-12
325,743,tarjeta easy,583.73,Vivienda,2025-12-20
326,1319,reparacion calefon,557.68,Vivienda,2025-11-24
327,1010,aysa,112.77,Servicios,2025-12-10
328,931,sodimqc,458.28,Vivienda,2025-07-19
329,641,peaje de autopista,136.42,Salud,2025-10-15
330,792,fac ticket para recital,41.4,Ocio,2025-04-20
331,1337,alquiler,573.65,Vivienda,2025-09-25
332,612,pago suscripcion hbo,68.53,Ocio,2025-06-20
333,809,compra usdt,147.81,Inversion,2025-06-24
334,1206,abl,110.98,Servicios,2025-09-12
335,686,dieteticq,65.37,Alimentacion,2025-01-18
336,1388,expensqs,381.77,Vivienda,2025-04-26
337,188,pasaje de colectivo,91.07,Transporte,2025-06-23
338,1593,factura luz edesur,81.75,Servicios,2025-10-01
339,1567,jumbo,122.78,Alimentacion,2025-11-14
340,1620,secador de pelo,343.63,Electrodomesticos,2025-01-16
341,1688,servicio agua,77.29,Servicios,2025-09-21
342,985,seguro contra incendio,88.7,Servicios,2025-04-12
343,548,paracetamol,219.1,Salud,2025-07-25
344,725,inversion en bonos,157.42,Inversion,2025-04-23
345,926,pqsaje de colectivo,129.74,Transporte,2025-09-24
346,1432,deposito garantia,604.61,Vivienda,2025-09-28
347,876,patente municipal,136.67,Servicios,2025-02-03
348,618,zapatillas deportivas,321.54,Vestimenta,2025-06-19
349,414,tarjeta ecogas,96.59,Servicios,2025-03-04
350,1366,papas fritas,63.52,Alimentacion,2025-04-16
351,1244,super,76.3,Alimentacion,2025-02-27
352,903,tarjeta electricista,255.0,Vivienda,2025-08-23
353,163,fac laboratorio,200.79,Salud,2025-11-26
354,1244,viaje en remis,138.66,Transporte,2025-09-30
355,270,traje de baño,233.02,Vestimenta,2025-11-04
356,632,servicio de gas,86.78,Servicios,2025-06-17
357,906,papas fritas,102.36,Alimentacion,2025-08-30
358,1424,luz,41.93,Servicios,2025-06-26
359,1206,flete por mudanza,568.8,Educacion,2025-07-31
360,1642,fqc abono telefonia,48.13,Servicios,2025-11-23
361,1753,ropa de trabajo,176.59,Vestimenta,2025-04-19
362,205,criptomonedas,387.61,Inversion,2025-01-28
363,582,cotillon,45.66,Alimentacion,2025-05-14
364,1580,obligaciones negociables,233.11,Inversion,2025-04-23
365,841,fiesta privada,50.31,Ocio,2025-11-15
366,1252,ojotas de playa,314.64,Vestimenta,2025-01-28
367,1720,abono telefonia,84.11,Servicios,2025-10-23
368,1643,compra cuaderno,212.32,Educacion,2025-07-25
369,596,aire acondicionado,306.93,Electrodomesticos,2025-04-04
370,250,pasaje avion,103.38,Transporte,2025-08-31
371,875,factura de agua,104.05,Servicios,2025-07-12
372,1465,libreria escolar,203.21,Educacion,2025-03-25
373,1557,pago abono internet,102.33,Servicios,2025-10-24
374,196,muebles,397.29,Vivienda,2025-02-13
375,690,factura de agua,92.99,Servicios,2025-12-30
376,1543,distribuidora bebidas,63.67,Electrodomesticos,2025-11-01
377,1094,lavadero auto,115.73,Transporte,2025-03-17
378,639,fumigacion,402.74,Vivienda,2025-09-23
379,1423,luz,88.42,Servicios,2025-07-24
380,672,factura luz edesur,89.12,Servicios,2025-02-17
381,1784,servicio plomeria,612.97,Vivienda,2025-10-27
382,1227,compra btc,192.96,Inversion,2025-03-04
383,1172,bonos soberanos,329.61,Inversion,2025-12-16
384,1496,bonos del estado,299.41,Alimentacion,2025-12-11
385,1679,inversion en cedear,341.11,Inversion,2025-08-14
386,944,polleria del centro,107.76,Alimentacion,2025-07-10
387,199,movistar fibra,179.35,Servicios,2025-07-09
388,1450,radiografia,114.68,Salud,2025-07-24
389,1690,tqrjeta entradas para teatro,96.73,Ocio,2025-11-14
390,492,pasaje micro,146.45,Transporte,2025-10-23
391,896,pago cuota hipoteca,324.34,Vivienda,2025-04-25
392,142,fondo comun inversion,144.18,Vivienda,2025-11-01
393,1337,licuadora de mano,270.28,Electrodomesticos,2025-12-21
394,165,inversion portfolio,147.61,Inversion,2025-11-19
395,314,abono telefonia,162.24,Servicios,2025-08-27
396,21,compras minimercado,77.5,Alimentacion,2025-06-27
397,1106,televisor garbarino,431.9,Electrodomesticos,2025-06-14
398,1605,panaderia de barrio,60.96,Alimentacion,2025-11-18
399,1155,mantenimiento de casa,475.93,Vivienda,2025-05-14
400,1623,combustiblw ypf,137.54,Transporte,2025-11-05
401,1754,fci,242.28,Inversion,2025-05-29
402,984,camisa blanca,280.67,Vestimenta,2025-10-13
403,305,almacen san martin,82.38,Alimentacion,2025-05-10
404,371,abono de celular,50.31,Servicios,2025-04-06
405,853,cuotq prepaga,124.13,Salud,2025-06-20
406,384,monitor gamer,494.04,Electrodomesticos,2025-09-08
407,445,consulta odontologica,116.21,Salud,2025-11-19
408,425,compra usdt,159.66,Inversion,2025-10-12
409,161,compra farmacia,74.44,Salud,2025-01-13
410,1202,compra de verdura,74.88,Alimentacion,2025-08-13
411,629,suscripcion spotify,54.5,Ocio,2025-03-17
412,1732,pasaje de micro,138.11,Transporte,2025-04-01
413,895,ferreteria,396.83,Vivienda,2025-06-26
414,490,mantenimiento de red,166.85,Servicios,2025-10-20
415,1017,compra plomero,591.87,Vivienda,2025-07-04
416,327,kiosco,74.43,Alimentacion,2025-03-23
417,598,mantenimiento de red,127.03,Servicios,2025-10-02
418,1015,compra hipermercado,80.17,Alimentacion,2025-08-12
419,289,salida a bailar,63.23,Ocio,2025-10-19
420,593,sodimac,420.03,Vivienda,2025-01-23
421,1688,servicio de gas,107.29,Servicios,2025-04-19
422,1597,factura gas,104.66,Servicios,2025-07-13
423,573,inversiu,177.77,Inversion,2025-01-14
424,1378,compra acciones us,348.14,Inversion,2025-09-08
425,28,expensas extraordinarias,435.97,Vivienda,2025-12-10
426,954,criptomonedas,556.34,Inversion,2025-10-03
427,43,taller pintura,181.0,Electrodomesticos,2025-10-21
428,1705,inversion en bonos,204.77,Inversion,2025-11-29
429,423,transferencia broker,183.4,Inversion,2025-10-25
430,1622,fac carga sube,87.5,Transporte,2025-07-03
431,177,cerrqjero,643.44,Vivienda,2025-02-08
432,529,balanz,159.69,Inversion,2025-06-13
433,1634,tarjeta minimercado,105.1,Alimentacion,2025-02-24
434,966,paracetamol,162.92,Salud,2025-08-29
435,1518,trabajo de carpinteria,578.93,Vivienda,2025-09-25
436,198,pizzeria,65.32,Alimentacion,2025-07-09
437,610,compra de medicamentos,104.1,Salud,2025-09-11
438,1601,vestido de fiestq,151.36,Vestimenta,2025-05-09
439,842,decorqcion,624.24,Vivienda,2025-07-08
440,853,telefonia movil,112.64,Servicios,2025-11-13
441,1541,pizzeria,46.59,Alimentacion,2025-03-22
442,1538,inversion en bonos,339.91,Inversion,2025-12-10
443,22,binqnce,142.36,Inversion,2025-03-31
444,1136,pago factura de agua,62.9,Servicios,2025-02-01
445,1081,trabajo de carpinteria,667.46,Vivienda,2025-08-26
446,1090,edet,62.48,Servicios,2025-08-06
447,842,compra cuaderno,85.91,Educacion,2025-07-05
448,98,sesion de terapia,171.75,Salud,2025-08-07
449,1168,compra verduleria la huerta,87.82,Alimentacion,2025-11-22
450,435,arancel universidad,168.6,Educacion,2025-03-01
451,637,alquiler cancha,55.5,Ocio,2025-04-18
452,1703,suscripcion de cable,49.01,Servicios,2025-12-12
453,1110,polleria,58.22,Alimentacion,2025-08-07
454,588,facu,195.84,Educacion,2025-08-29
455,344,compra fibertel,95.74,Servicios,2025-03-11
456,1318,campera de cuero,102.04,Vestimenta,2025-04-07
457,571,tarjeta mantenimiento de auto,79.33,Transporte,2025-03-11
458,1674,suscripcion spotify,117.01,Ocio,2025-08-05
459,611,kiosco,88.26,Alimentacion,2025-10-09
460,1728,compra parche de cubierta,160.62,Transporte,2025-11-10
461,243,paracetamol,108.0,Salud,2025-06-23
462,561,transferencia broker,213.02,Inversion,2025-06-11
463,960,epe,182.55,Servicios,2025-04-01
464,32,movistqr fibra,101.01,Servicios,2025-04-18
465,391,ahorro mensual,278.14,Inversion,2025-09-02
466,277,claro,156.26,Servicios,2025-08-13
467,532,almacen express,67.61,Alimentacion,2025-09-04
468,1178,inversiu,269.25,Inversion,2025-12-24
469,383,limpieza de departamento,887.04,Vivienda,2025-05-20
470,1092,tqrjeta adidas,257.67,Educacion,2025-01-04
471,884,rotiseria de barrio,52.91,Alimentacion,2025-11-05
472,214,telecentro,96.59,Servicios,2025-09-13
473,1679,peaje caba,135.75,Transporte,2025-06-14
474,376,balanz,244.65,Inversion,2025-08-01
475,744,epe,49.05,Servicios,2025-04-23
476,213,vtv,227.4,Transporte,2025-06-01
477,79,impresora multifuncion,248.52,Electrodomesticos,2025-07-26
478,1750,parche rueda,76.39,Transporte,2025-10-27
479,628,remis,143.1,Transporte,2025-12-17
480,604,facu,71.41,Educacion,2025-07-10
481,782,pago burger king,55.01,Ocio,2025-02-17
482,1405,combustible nafta,106.69,Transporte,2025-05-08
483,1001,impuesto municipql,63.43,Servicios,2025-07-25
484,680,tarjeta impuesto municipal,166.61,Servicios,2025-09-22
485,58,stand up,82.62,Servicios,2025-08-23
486,1050,iol,124.9,Inversion,2025-05-07
487,881,analisis sangre,118.85,Salud,2025-04-29
488,447,merienda cafe,113.46,Ocio,2025-11-04
489,66,celular nuevo,418.37,Electrodomesticos,2025-06-22
490,1784,saquito de lana,53.42,Vestimenta,2025-03-20
491,1278,gasista,740.38,Vivienda,2025-03-03
492,1068,estudio de radiografia,93.25,Salud,2025-01-28
